Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Stock,Daily Return
1981-02-23,0.1099329963326454,0.1104910001158714,0.1099329963326454,0.1099329963326454,0.0847471207380294,14112000,0.0,0.0,AAPL,0.015462884843833846
1981-02-24,0.1071429997682571,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0817359760403633,16979200,0.0,0.0,AAPL,-0.03553070334261221
1981-02-25,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0868979692459106,19488000,0.0,0.0,AAPL,0.06315373175871852
1981-02-26,0.1143969967961311,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0881884023547172,10841600,0.0,0.0,AAPL,0.014850531332156303
1981-02-27,0.1183039993047714,0.1194199994206428,0.1183039993047714,0.1183039993047714,0.0912003219127655,14761600,0.0,0.0,AAPL,0.03415301640831547
1981-03-02,0.1188620030879974,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916304588317871,11760000,0.0,0.0,AAPL,0.004716694165076252
1981-03-03,0.117746002972126,0.117746002972126,0.1171879991889,0.1171879991889,0.0903399661183357,16172800,0.0,0.0,AAPL,-0.014083591523004091
1981-03-04,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0894788801670074,13708800,0.0,0.0,AAPL,-0.009531679876801813
1981-03-05,0.1160710006952285,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.089048758149147,5376000,0.0,0.0,AAPL,-0.004807434931065724
1981-03-06,0.1155129969120025,0.1155129969120025,0.1143969967961311,0.1143969967961311,0.0881884023547172,11603200,0.0,0.0,AAPL,-0.009661251510265534
1981-03-09,0.1060269996523857,0.1060269996523857,0.1054690033197403,0.1054690033197403,0.0813058614730835,15321600,0.0,0.0,AAPL,-0.0780439498101646
1981-03-10,0.1010039970278739,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0774336159229278,28380800,0.0,0.0,AAPL,-0.047625391976863996
1981-03-11,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.0744224563241005,29859200,0.0,0.0,AAPL,-0.03888660677184963
1981-03-12,0.1004460006952285,0.1010039970278739,0.1004460006952285,0.1004460006952285,0.0774336159229278,59248000,0.0,0.0,AAPL,0.040459957218199616
1981-03-13,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.076573334634304,231302400,0.0,0.0,AAPL,-0.01111044848124454
1981-03-16,0.1032370030879974,0.1043530032038688,0.1032370030879974,0.1032370030879974,0.0795851945877075,37228800,0.0,0.0,AAPL,0.039333559708568444
1981-03-17,0.1082589998841285,0.109375,0.1082589998841285,0.1082589998841285,0.0834566429257392,43747200,0.0,0.0,AAPL,0.04864531753067691
1981-03-18,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0886186063289642,36937600,0.0,0.0,AAPL,0.06185167701895877
1981-03-19,0.1143969967961311,0.1143969967961311,0.1138390004634857,0.1138390004634857,0.0877582728862762,37811200,0.0,0.0,AAPL,-0.009708147625130836
1981-03-20,0.1149550005793571,0.1160710006952285,0.1149550005793571,0.1149550005793571,0.0886186063289642,14604800,0.0,0.0,AAPL,0.009803319699994706
1981-03-23,0.1194199994206428,0.1205359995365142,0.1194199994206428,0.1194199994206428,0.0920606553554534,22019200,0.0,0.0,AAPL,0.038841275445023804
1981-03-24,0.1194199994206428,0.1194199994206428,0.1188620030879974,0.1188620030879974,0.0916304588317871,28156800,0.0,0.0,AAPL,-0.00467255346970763
1981-03-25,0.117746002972126,0.117746002972126,0.1166289970278739,0.1166289970278739,0.0899090468883514,7056000,0.0,0.0,AAPL,-0.018786542394631622
1981-03-26,0.1149550005793571,0.1149550005793571,0.1143969967961311,0.1143969967961311,0.0881884023547172,12275200,0.0,0.0,AAPL,-0.01913760975934098
1981-03-27,0.1110489964485168,0.1110489964485168,0.1104910001158714,0.1104910001158714,0.085177294909954,12252800,0.0,0.0,AAPL,-0.0341442239713744
1981-03-30,0.1104910001158714,0.1116070002317428,0.1104910001158714,0.1104910001158714,0.085177294909954,9900800,0.0,0.0,AAPL,0.0
1981-03-31,0.1104910001158714,0.1104910001158714,0.109375,0.109375,0.0843169689178466,15993600,0.0,0.0,AAPL,-0.010100371203998981
1981-04-01,0.1088170036673545,0.1088170036673545,0.1082589998841285,0.1082589998841285,0.0834566429257392,34070400,0.0,0.0,AAPL,-0.0102034296308251
1981-04-02,0.117746002972126,0.1183039993047714,0.117746002972126,0.117746002972126,0.0907701626420021,31404800,0.0,0.0,AAPL,0.08763246564397975
1981-04-03,0.1183039993047714,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.0912003219127655,16486400,0.0,0.0,AAPL,0.004738983222874138
1981-04-06,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0894788801670074,22803200,0.0,0.0,AAPL,-0.018875089791261512
1981-04-07,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,10684800,0.0,0.0,AAPL,-0.009614805672277349
1981-04-08,0.1205359995365142,0.1216519996523857,0.1205359995365142,0.1205359995365142,0.0929209738969802,21952000,0.0,0.0,AAPL,0.04854942307015486
1981-04-09,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0946416333317756,12499200,0.0,0.0,AAPL,0.018517291434305028
1981-04-10,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,33465600,0.0,0.0,AAPL,0.013635506827978983
1981-04-13,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,16060800,0.0,0.0,AAPL,0.0
1981-04-14,0.1244420036673545,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,6652800,0.0,0.0,AAPL,0.0
1981-04-15,0.1188620030879974,0.1188620030879974,0.1183039993047714,0.1183039993047714,0.0912003219127655,34048000,0.0,0.0,AAPL,-0.049324216757153705
1981-04-16,0.1121649965643882,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0860375761985778,23878400,0.0,0.0,AAPL,-0.05660839119881289
1981-04-20,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,35347200,0.0,0.0,AAPL,0.02999812144993097
1981-04-21,0.1227679997682571,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0946416333317756,28537600,0.0,0.0,AAPL,0.0679657183204172
1981-04-22,0.1272320002317428,0.1277900040149688,0.1272320002317428,0.1272320002317428,0.0980829074978828,18995200,0.0,0.0,AAPL,0.036361270623551434
1981-04-23,0.1305799931287765,0.1311379969120025,0.1305799931287765,0.1305799931287765,0.1006638556718826,58016000,0.0,0.0,AAPL,0.026314078934038587
1981-04-24,0.1305799931287765,0.1305799931287765,0.1294640004634857,0.1294640004634857,0.0998035594820976,35056000,0.0,0.0,AAPL,-0.008546429192948568
1981-04-27,0.1289059966802597,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.098943218588829,38528000,0.0,0.0,AAPL,-0.008620215368416284
1981-04-28,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0972226113080978,32188800,0.0,0.0,AAPL,-0.017390223106437563
1981-04-29,0.125,0.125,0.1244420036673545,0.1244420036673545,0.0959320738911628,13641600,0.0,0.0,AAPL,-0.013273407777703805
1981-04-30,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0976527482271194,12611200,0.0,0.0,AAPL,0.017936008063070163
1981-05-01,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0976527482271194,16553600,0.0,0.0,AAPL,0.0
1981-05-04,0.1266739964485168,0.1266739964485168,0.1261159926652908,0.1261159926652908,0.0972226113080978,14448000,0.0,0.0,AAPL,-0.004405038120454119
1981-05-05,0.1261159926652908,0.1261159926652908,0.125558003783226,0.125558003783226,0.096792422235012,17539200,0.0,0.0,AAPL,-0.004424410182027327
1981-05-06,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0942114442586898,18950400,0.0,0.0,AAPL,-0.02666496954980735
1981-05-07,0.1238839998841285,0.1244420036673545,0.1238839998841285,0.1238839998841285,0.0955019146203994,9363200,0.0,0.0,AAPL,0.013697703964133945
1981-05-08,0.125,0.125558003783226,0.125,0.125,0.0963622257113456,7907200,0.0,0.0,AAPL,0.009008428182132544
1981-05-11,0.1227679997682571,0.1227679997682571,0.1222100034356117,0.1222100034356117,0.0942114442586898,11939200,0.0,0.0,AAPL,-0.022319972515106423
1981-05-12,0.1222100034356117,0.1238839998841285,0.1222100034356117,0.1222100034356117,0.0942114442586898,4256000,0.0,0.0,AAPL,0.0
1981-05-13,0.1222100034356117,0.1233260035514831,0.1216519996523857,0.1216519996523857,0.093781292438507,4905600,0.0,0.0,AAPL,-0.0045659419649717314
1981-05-14,0.1210940033197403,0.1210940033197403,0.1199780032038688,0.1199780032038688,0.0924908369779586,4928000,0.0,0.0,AAPL,-0.013760533762702254
1981-05-15,0.1227679997682571,0.1244420036673545,0.1227679997682571,0.1227679997682571,0.0946416333317756,4905600,0.0,0.0,AAPL,0.02325423402527793
1981-05-18,0.125,0.1261159926652908,0.125,0.125,0.0963622257113456,4166400,0.0,0.0,AAPL,0.01818063531177616
1981-05-19,0.1233260035514831,0.1233260035514831,0.1227679997682571,0.1227679997682571,0.0946416333317756,25424000,0.0,0.0,AAPL,-0.017856001853943204
1981-05-20,0.1266739964485168,0.1277900040149688,0.1266739964485168,0.1266739964485168,0.0976527482271194,13283200,0.0,0.0,AAPL,0.03181608145146009
1981-05-21,0.1339289993047714,0.1344870030879974,0.1339289993047714,0.1339289993047714,0.103245623409748,32211200,0.0,0.0,AAPL,0.05727302413801394
1981-05-22,0.140066996216774,0.141183003783226,0.140066996216774,0.140066996216774,0.1079773753881454,31427200,0.0,0.0,AAPL,0.04583023052412161
1981-05-26,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.1075472459197044,85344000,0.0,0.0,AAPL,-0.003983728480914328
1981-05-27,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1135694533586502,149497600,0.0,0.0,AAPL,0.05599633679406013
1981-05-28,0.1473210006952285,0.1478790044784546,0.1473210006952285,0.1473210006952285,0.1135694533586502,73987200,0.0,0.0,AAPL,0.0
1981-05-29,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1139995902776718,59382400,0.0,0.0,AAPL,0.0037876730445272067
1981-06-01,0.1478790044784546,0.1484380066394806,0.1478790044784546,0.1478790044784546,0.1139995902776718,51251200,0.0,0.0,AAPL,0.0
1981-06-02,0.141183003783226,0.141183003783226,0.140625,0.140625,0.1084074974060058,40432000,0.0,0.0,AAPL,-0.04905364695981218
1981-06-03,0.140625,0.1417409926652908,0.140625,0.140625,0.1084074974060058,39446400,0.0,0.0,AAPL,0.0
1981-06-04,0.1434150040149688,0.1439729928970337,0.1434150040149688,0.1434150040149688,0.1105583608150482,56067200,0.0,0.0,AAPL,0.019840028550889066
1981-06-05,0.1417409926652908,0.1417409926652908,0.141183003783226,0.141183003783226,0.1088377460837364,57680000,0.0,0.0,AAPL,-0.015563226784205964
1981-06-08,0.1367190033197403,0.1367190033197403,0.1361609995365142,0.1361609995365142,0.1049662083387374,93497600,0.0,0.0,AAPL,-0.03557088397426833
1981-06-09,0.1389510035514831,0.1395090073347091,0.1389510035514831,0.1389510035514831,0.107117049396038,119593600,0.0,0.0,AAPL,0.02049047836359863
1981-06-10,0.140625,0.1422989964485168,0.140625,0.140625,0.1084074974060058,25222400,0.0,0.0,AAPL,0.0120473865300057
1981-06-11,0.1467629969120025,0.1473210006952285,0.1467629969120025,0.1467629969120025,0.1131392568349838,38976000,0.0,0.0,AAPL,0.0436479780409067
1981-06-12,0.1456470042467117,0.1456470042467117,0.1450890004634857,0.1450890004634857,0.1118487864732742,25804800,0.0,0.0,AAPL,-0.011406120641707318
1981-06-15,0.1450890004634857,0.1450890004634857,0.1445309966802597,0.1445309966802597,0.1114185899496078,143763200,0.0,0.0,AAPL,-0.0038459413287253996
1981-06-16,0.1422989964485168,0.1422989964485168,0.1417409926652908,0.1417409926652908,0.1092678233981132,37251200,0.0,0.0,AAPL,-0.01930384539685359
1981-06-17,0.140066996216774,0.140066996216774,0.1395090073347091,0.1395090073347091,0.1075472459197044,27574400,0.0,0.0,AAPL,-0.015746928877888755
1981-06-18,0.1395090073347091,0.140066996216774,0.1389510035514831,0.1389510035514831,0.107117049396038,23049600,0.0,0.0,AAPL,-0.0039997688599937575
1981-06-19,0.1356029957532882,0.1356029957532882,0.1350450068712234,0.1350450068712234,0.104105919599533,27507200,0.0,0.0,AAPL,-0.028110604316812227
1981-06-22,0.1305799931287765,0.1305799931287765,0.1300220042467117,0.1300220042467117,0.1002337262034416,10841600,0.0,0.0,AAPL,-0.03719502661287977
1981-06-23,0.1322540044784546,0.1333709955215454,0.1322540044784546,0.1322540044784546,0.1019543036818504,15030400,0.0,0.0,AAPL,0.01716632692038611
1981-06-24,0.1300220042467117,0.1300220042467117,0.1289059966802597,0.1289059966802597,0.0993733555078506,23027200,0.0,0.0,AAPL,-0.025314982418852217
1981-06-25,0.1316960006952285,0.1322540044784546,0.1316960006952285,0.1316960006952285,0.1015241593122482,24259200,0.0,0.0,AAPL,0.021643710043134368
1981-06-26,0.1311379969120025,0.1311379969120025,0.1300220042467117,0.1300220042467117,0.1002337262034416,23788800,0.0,0.0,AAPL,-0.012711065177983372
1981-06-29,0.1266739964485168,0.1266739964485168,0.125558003783226,0.125558003783226,0.096792422235012,10595200,0.0,0.0,AAPL,-0.034332653840771665
1981-06-30,0.1166289970278739,0.1166289970278739,0.1160710006952285,0.1160710006952285,0.0894788801670074,35907200,0.0,0.0,AAPL,-0.0755587282542074
1981-07-01,0.1155129969120025,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,170464000,0.0,0.0,AAPL,-0.009614805672277349
1981-07-02,0.1149550005793571,0.1155129969120025,0.1149550005793571,0.1149550005793571,0.0886186063289642,30284800,0.0,0.0,AAPL,0.0
1981-07-06,0.1121649965643882,0.1121649965643882,0.1110489964485168,0.1110489964485168,0.0856074392795562,16531200,0.0,0.0,AAPL,-0.03397854909446818
1981-07-07,0.1121649965643882,0.1132809966802597,0.1121649965643882,0.1121649965643882,0.0864677503705024,15836800,0.0,0.0,AAPL,0.010049619101139662
1981-07-08,0.1166289970278739,0.1171879991889,0.1166289970278739,0.1166289970278739,0.0899090468883514,16620800,0.0,0.0,AAPL,0.039798516473213086
1981-07-09,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0830264687538147,32883200,0.0,0.0,AAPL,-0.07655037515461993
1981-07-10,0.0998879969120025,0.0998879969120025,0.0993300005793571,0.0993300005793571,0.076573334634304,55171200,0.0,0.0,AAPL,-0.07772446584608195
1981-07-13,0.1015629991889,0.102121002972126,0.1015629991889,0.1015629991889,0.0782947391271591,45740800,0.0,0.0,AAPL,0.022480606025557126
1981-07-14,0.1060269996523857,0.1071429997682571,0.1060269996523857,0.1060269996523857,0.0817359760403633,19779200,0.0,0.0,AAPL,0.04395301929970552
1981-07-15,0.1088170036673545,0.109375,0.1088170036673545,0.1088170036673545,0.0838867649435997,10953600,0.0,0.0,AAPL,0.02631409003476426
1981-07-16,0.1116070002317428,0.1127230003476142,0.1116070002317428,0.1116070002317428,0.0860375761985778,15232000,0.0,0.0,AAPL,0.02563934376393151
1981-07-17,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.089048758149147,19824000,0.0,0.0,AAPL,0.034997774979608876
1981-07-20,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0830264687538147,23654400,0.0,0.0,AAPL,-0.06762869607192823
1981-07-21,0.1077010035514831,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0825963169336319,31942400,0.0,0.0,AAPL,-0.005181045346149049
1981-07-22,0.102121002972126,0.102121002972126,0.1010039970278739,0.1010039970278739,0.0778637528419494,22668800,0.0,0.0,AAPL,-0.057297282637796654
1981-07-23,0.1037949994206428,0.1043530032038688,0.1037949994206428,0.1037949994206428,0.0800153762102127,34451200,0.0,0.0,AAPL,0.027632593510122927
1981-07-24,0.1071429997682571,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0825963169336319,28851200,0.0,0.0,AAPL,0.03225589254108563
1981-07-27,0.1116070002317428,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0860375761985778,17337600,0.0,0.0,AAPL,0.041663948864051115
1981-07-28,0.1082589998841285,0.1082589998841285,0.1077010035514831,0.1077010035514831,0.0830264687538147,22848000,0.0,0.0,AAPL,-0.03499777497960899
1981-07-29,0.1065850034356117,0.1065850034356117,0.1060269996523857,0.1060269996523857,0.0817359760403633,15500800,0.0,0.0,AAPL,-0.015543066860070565
1981-07-30,0.1099329963326454,0.1110489964485168,0.1099329963326454,0.1099329963326454,0.0847471207380294,9900800,0.0,0.0,AAPL,0.036839641723954264
1981-07-31,0.1116070002317428,0.1121649965643882,0.1116070002317428,0.1116070002317428,0.0860375761985778,10953600,0.0,0.0,AAPL,0.015227492699571687
1981-08-03,0.1116070002317428,0.1116070002317428,0.1104910001158714,0.1104910001158714,0.085177294909954,12432000,0.0,0.0,AAPL,-0.009999373816643398
1981-08-04,0.1121649965643882,0.1127230003476142,0.1121649965643882,0.1121649965643882,0.0864677503705024,31673600,0.0,0.0,AAPL,0.015150523090218027
1981-08-05,0.1155129969120025,0.1160710006952285,0.1155129969120025,0.1155129969120025,0.089048758149147,17494400,0.0,0.0,AAPL,0.02984888735490987
1981-08-06,0.1132809966802597,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0868979692459106,10528000,0.0,0.0,AAPL,-0.024153096525698303
1981-08-07,0.1127230003476142,0.1132809966802597,0.1127230003476142,0.1127230003476142,0.0868979692459106,9206400,0.0,0.0,AAPL,0.0
1981-08-10,0.1127230003476142,0.1127230003476142,0.1127230003476142,0.1127230003476142,0.0868979692459106,0,0.0,0.0,AAPL,0.0
1981-08-11,0.1104910001158714,0.1104910001158714,0.109375,0.109375,0.0843169689178466,71456000,0.0,0.0,AAPL,-0.029701128760675877
1981-08-12,0.1077010035514831,0.1077010035514831,0.1071429997682571,0.1071429997682571,0.0825963169336319,26275200,0.0,0.0,AAPL,-0.020406859261649424
1981-08-13,0.1043530032038688,0.1043530032038688,0.1037949994206428,0.1037949994206428,0.0800153762102127,27484800,0.0,0.0,AAPL,-0.031247961648038558
1981-08-14,0.1032370030879974,0.1032370030879974,0.102121002972126,0.102121002972126,0.0787248387932777,24192000,0.0,0.0,AAPL,-0.01612791037969674
1981-08-17,0.0998879969120025,0.0998879969120025,0.0987719967961311,0.0987719967961311,0.076143130660057,18905600,0.0,0.0,AAPL,-0.032794489659575765
1981-08-18,0.0976559966802597,0.0976559966802597,0.0965399965643882,0.0965399965643882,0.0744224563241005,17001600,0.0,0.0,AAPL,-0.022597500345668098
1981-08-19,0.0965399965643882,0.0965399965643882,0.0954239964485168,0.0954239964485168,0.0735621601343154,20675200,0.0,0.0,AAPL,-0.011559976751470802
1981-08-20,0.0965399965643882,0.0970980003476142,0.0965399965643882,0.0965399965643882,0.0744224563241005,17113600,0.0,0.0,AAPL,0.011695172675706411
1981-08-21,0.0909600034356117,0.0909600034356117,0.0898440033197403,0.0898440033197403,0.0692605599761009,41910400,0.0,0.0,AAPL,-0.0693597833327243
1981-08-24,0.0848210006952285,0.0848210006952285,0.0842629969120025,0.0842629969120025,0.0649581924080848,23072000,0.0,0.0,AAPL,-0.06211885269488604
1981-08-25,0.086496002972126,0.0870539993047714,0.086496002972126,0.086496002972126,0.0666795969009399,40700800,0.0,0.0,AAPL,0.026500434852269494
1981-08-26,0.0853789970278739,0.0853789970278739,0.0848210006952285,0.0848210006952285,0.0653883218765258,33600000,0.0,0.0,AAPL,-0.019365083002012007
1981-08-27,0.0853789970278739,0.0859379991889,0.0853789970278739,0.0853789970278739,0.065818503499031,25916800,0.0,0.0,AAPL,0.006578516264508005
1981-08-28,0.0898440033197403,0.0904019996523857,0.0898440033197403,0.0898440033197403,0.0692605599761009,38035200,0.0,0.0,AAPL,0.05229630760840043
1981-08-31,0.0898440033197403,0.0904019996523857,0.0898440033197403,0.0898440033197403,0.0692605599761009,40947200,0.0,0.0,AAPL,0.0
